q_id,doc_id,question,answer,doc_path,documents,rationale,reference_figure,paper_title,paper_abstract,caption
spiqa_10,1811.02721v3,Table 1,"TCP performs poorly on IEEE 802.15.4 networks because the Maximum Transmission Unit (MTU) for these networks is significantly smaller than other network types. This small MTU size results in a high percentage of overhead due to the TCP/IP headers, exceeding 50%. ",1811.02721v3.pdf,"['1811.02721v3.pdf', '1708.00160v2.pdf', '1612.02803v5.pdf', '1703.10730v2.pdf', '1809.04276v2.pdf', '1805.04687v2.pdf', '1705.02798v6.pdf']","Table 1 shows that the MTU for 802.15.4 networks is only 104-116 bytes, while other networks like Fast Ethernet and Wi-Fi have an MTU of 1500 bytes. The passage explains that TCP/IP headers consume a significant portion of the available MTU in 802.15.4 frames. This high overhead percentage leads to inefficient data transmission and consequently, poor TCP performance.",1811.02721v3-Table4-1.png,Performant TCP for Low-Power Wireless Networks,"Low-power and lossy networks (LLNs) enable diverse applications integrating
many resource-constrained embedded devices, often requiring interconnectivity
with existing TCP/IP networks as part of the Internet of Things. But TCP has
received little attention in LLNs due to concerns about its overhead and
performance, leading to LLN-specific protocols that require specialized
gateways for interoperability. We present a systematic study of a well-designed
TCP stack in IEEE 802.15.4-based LLNs, based on the TCP protocol logic in
FreeBSD. Through careful implementation and extensive experiments, we show that
modern low-power sensor platforms are capable of running full-scale TCP and
that TCP, counter to common belief, performs well despite the lossy nature of
LLNs. By carefully studying the interaction between the transport and link
layers, we identify subtle but important modifications to both, achieving TCP
goodput within 25% of an upper bound (5-40x higher than prior results) and
low-power operation commensurate to CoAP in a practical LLN application
scenario. This suggests that a TCP-based transport layer, seamlessly
interoperable with existing TCP/IP networks, is viable and performant in LLNs.",Table 4: Comparison of TCP/IP links
spiqa_11,1805.04687v2,"Based on the data presented in Table 1 of the ""BDD100K: A Diverse Driving Dataset for Heterogeneous Multitask Learning"" paper, which object category has the highest combined total of bounding box and instance track annotations in the BDD100K MOT dataset?",Cars have the largest total number of annotations.,1805.04687v2.pdf,"['1805.04687v2.pdf', '1708.00160v2.pdf', '1901.00398v2.pdf', '1706.03847v3.pdf', '1809.01246v1.pdf', '1804.05995v2.pdf', '1706.00633v4.pdf', '1611.03780v2.pdf', '1812.06589v2.pdf']","Table 1 shows the number of annotations for different categories in the BDD100K MOT dataset, including both bounding boxes (""Boxes"") and instance tracks (""Tracks""). By adding the values for ""car"" in both rows, we find that cars have a total of approximately 2.7 million annotations (97K tracks + 2.6M boxes), which is greater than any other category.",1805.04687v2-Table11-1.png,BDD100K: A Diverse Driving Dataset for Heterogeneous Multitask Learning,"Datasets drive vision progress, yet existing driving datasets are
impoverished in terms of visual content and supported tasks to study multitask
learning for autonomous driving. Researchers are usually constrained to study a
small set of problems on one dataset, while real-world computer vision
applications require performing tasks of various complexities. We construct
BDD100K, the largest driving video dataset with 100K videos and 10 tasks to
evaluate the exciting progress of image recognition algorithms on autonomous
driving. The dataset possesses geographic, environmental, and weather
diversity, which is useful for training models that are less likely to be
surprised by new conditions. Based on this diverse dataset, we build a
benchmark for heterogeneous multitask learning and study how to solve the tasks
together. Our experiments show that special training strategies are needed for
existing models to perform such heterogeneous tasks. BDD100K opens the door for
future studies in this important venue.",Table 11: Annotations of the BDD100K MOT dataset by category.
spiqa_12,1709.08294v3,Table 1,"The Yelp P. dataset has the largest vocabulary size with 25,709 unique words. This is significantly larger than the average number of words per document in the dataset, which is 138.",1709.08294v3.pdf,"['1709.08294v3.pdf', '1705.02946v3.pdf', '1804.04786v3.pdf', '1811.02721v3.pdf', '1611.03780v2.pdf', '1710.05654v2.pdf', '1703.04887v4.pdf', '1707.06320v2.pdf', '1804.07931v2.pdf', '1605.07496v3.pdf', '1611.02654v2.pdf', '1603.00286v5.pdf']","The table provides information about the vocabulary size and average number of words for each dataset. By comparing these values for each dataset, we can see that the Yelp P. dataset has the largest vocabulary size, indicating a wider variety of unique words used in the documents. However, the average document length is relatively short, suggesting that individual documents may not utilize the full range of vocabulary available. This discrepancy could be due to factors such as frequent use of stop words or a high degree of variation in document length within the dataset.",1709.08294v3-Table1-1.png,Learning Context-Sensitive Convolutional Filters for Text Processing,"Convolutional neural networks (CNNs) have recently emerged as a popular
building block for natural language processing (NLP). Despite their success,
most existing CNN models employed in NLP share the same learned (and static)
set of filters for all input sentences. In this paper, we consider an approach
of using a small meta network to learn context-sensitive convolutional filters
for text processing. The role of meta network is to abstract the contextual
information of a sentence or document into a set of input-aware filters. We
further generalize this framework to model sentence pairs, where a
bidirectional filter generation mechanism is introduced to encapsulate
co-dependent sentence representations. In our benchmarks on four different
tasks, including ontology classification, sentiment analysis, answer sentence
selection, and paraphrase identification, our proposed model, a modified CNN
with context-sensitive filters, consistently outperforms the standard CNN and
attention-based CNN baselines. By visualizing the learned context-sensitive
filters, we further validate and rationalize the effectiveness of proposed
framework.",Table 1: Dataset statistics.
spiqa_13,1802.07351v2,"Based on the ablation study results in Table 1 of the Devon paper, which specific architectural modification led to the largest increase in end-point error, rising to 15.64, on the KITTI 2015 dataset?",Removing the normalization in the relation modules had the most significant negative impact on performance for the KITTI 2015 dataset.,1802.07351v2.pdf,"['1802.07351v2.pdf', '1702.08694v3.pdf', '1606.07384v2.pdf', '1805.00912v4.pdf', '1705.09296v2.pdf', '1704.08615v2.pdf', '1708.05239v3.pdf', '1707.00189v3.pdf']","Table 1 shows the results of various modifications to the Devon model architecture on different datasets. For the KITTI 2015 dataset, the ""Without norm"" configuration resulted in the highest end-point error of 15.64, which is considerably higher than the baseline model's error of 13.25. This indicates that removing the normalization significantly reduces the model's accuracy on this particular dataset.",1802.07351v2-Table5-1.png,Devon: Deformable Volume Network for Learning Optical Flow,"State-of-the-art neural network models estimate large displacement optical
flow in multi-resolution and use warping to propagate the estimation between
two resolutions. Despite their impressive results, it is known that there are
two problems with the approach. First, the multi-resolution estimation of
optical flow fails in situations where small objects move fast. Second, warping
creates artifacts when occlusion or dis-occlusion happens. In this paper, we
propose a new neural network module, Deformable Cost Volume, which alleviates
the two problems. Based on this module, we designed the Deformable Volume
Network (Devon) which can estimate multi-scale optical flow in a single high
resolution. Experiments show Devon is more suitable in handling small objects
moving fast and achieves comparable results to the state-of-the-art methods in
public benchmarks.",Table 5. Results of ablation experiments after training on FlyingChairs (end-point error).
spiqa_14,1709.08294v3,"Looking at the performance results in Figure (b), which specific question type within the WikiQA dataset does the ACNN model achieve its highest accuracy compared to all others?","ACNN performs best on ""Who"" questions.",1709.08294v3.pdf,"['1709.08294v3.pdf', '1605.07496v3.pdf', '1805.01216v3.pdf', '1809.00458v1.pdf', '1901.00398v2.pdf', '1812.00108v4.pdf', '1809.03550v3.pdf', '1804.05938v2.pdf', '1706.04269v2.pdf', '1705.02946v3.pdf', '1901.00056v2.pdf', '1805.02349v2.pdf', '1802.07459v2.pdf']","Figure (b) shows the performance of ACNN and AdaQA on different question types. We can see that ACNN performs better than AdaQA on all question types, and it performs the best on ""Who"" questions.",1709.08294v3-Figure3-1.png,Learning Context-Sensitive Convolutional Filters for Text Processing,"Convolutional neural networks (CNNs) have recently emerged as a popular
building block for natural language processing (NLP). Despite their success,
most existing CNN models employed in NLP share the same learned (and static)
set of filters for all input sentences. In this paper, we consider an approach
of using a small meta network to learn context-sensitive convolutional filters
for text processing. The role of meta network is to abstract the contextual
information of a sentence or document into a set of input-aware filters. We
further generalize this framework to model sentence pairs, where a
bidirectional filter generation mechanism is introduced to encapsulate
co-dependent sentence representations. In our benchmarks on four different
tasks, including ontology classification, sentiment analysis, answer sentence
selection, and paraphrase identification, our proposed model, a modified CNN
with context-sensitive filters, consistently outperforms the standard CNN and
attention-based CNN baselines. By visualizing the learned context-sensitive
filters, we further validate and rationalize the effectiveness of proposed
framework.","Comprehensive study of the proposed ACNN framework, including (a) the number of filters (Yelp dataset), and (b) performance vs question types (WikiQA dataset), and (c) t-SNE visualization of learned filter weights (DBpedia dataset)."
spiqa_15,1709.02755v5,"How does the SRU model's translation training configuration, as detailed in Table 6, address the challenges of large vocabulary sizes through techniques like token-based batching, shared embedding, and positional encoding?","The training process uses several techniques to handle large vocabulary sizes. These include:

1. **Token-based batching:** Instead of grouping sentences of similar lengths together, the training process batches together a fixed number of tokens (5120 tokens per batch). This approach ensures that the model sees a consistent amount of vocabulary regardless of sentence length variation.
2. **Shared embedding:** This technique maps both source and target words to the same embedding space, effectively reducing the memory footprint needed to store word representations. 
3. **Positional encoding:** This method injects information about the position of words in a sentence into the model, helping it better understand long-range dependencies within the text. ",1709.02755v5.pdf,"['1709.02755v5.pdf', '1701.03077v10.pdf', '1809.03449v3.pdf', '1611.05742v3.pdf', '1710.05654v2.pdf', '1612.02803v5.pdf', '1805.01216v3.pdf', '1802.07222v1.pdf', '1707.00189v3.pdf', '1906.10843v1.pdf', '1804.01429v3.pdf', '1805.07567v2.pdf']","The table provides various hyperparameters used for training the translation model. By analyzing specific parameters like `batch_type`, `share_embedding`, and `position_encoding`, we can understand how the model is designed to cope with large vocabularies. These specific settings enable efficient processing and representation of large vocabulary sizes within the model's memory and architecture.",1709.02755v5-Table6-1.png,Simple Recurrent Units for Highly Parallelizable Recurrence,"Common recurrent neural architectures scale poorly due to the intrinsic
difficulty in parallelizing their state computations. In this work, we propose
the Simple Recurrent Unit (SRU), a light recurrent unit that balances model
capacity and scalability. SRU is designed to provide expressive recurrence,
enable highly parallelized implementation, and comes with careful
initialization to facilitate training of deep models. We demonstrate the
effectiveness of SRU on multiple NLP tasks. SRU achieves 5--9x speed-up over
cuDNN-optimized LSTM on classification and question answering datasets, and
delivers stronger results than LSTM and convolutional models. We also obtain an
average of 0.7 BLEU improvement over the Transformer model on translation by
incorporating SRU into the architecture.",Table 6: Translation training configuration.
spiqa_16,1805.04687v2,"Based on Table 8 in the BDD100K paper, which multitask learning approach for semantic segmentation achieved the highest mean IoU, and how does its performance compare to the baseline Sem-Seg model in terms of the improvement in mean IoU?","The **Sem-Seg + Det** approach achieved the highest mean IoU of 58.3, which is an improvement of 1.4 points compared to the baseline Sem-Seg model with a mean IoU of 56.9.",1805.04687v2.pdf,"['1805.04687v2.pdf', '1804.05938v2.pdf', '1704.07121v2.pdf', '1804.05936v2.pdf', '1811.06635v1.pdf', '1611.05742v3.pdf', '1705.02798v6.pdf', '1708.03797v1.pdf', '1805.04609v3.pdf', '1710.01507v4.pdf', '1709.00139v4.pdf', '1709.02755v5.pdf', '1803.02750v3.pdf']","The table shows the mean IoU scores for different semantic segmentation approaches. We can see that the ""Sem-Seg + Det"" model has the highest score in the ""mean IoU"" column, indicating it achieved the best overall performance. Additionally, by comparing this score to the ""Sem-Seg"" model, we can quantify the improvement achieved by adding object detection to the training process.",1805.04687v2-Table8-1.png,BDD100K: A Diverse Driving Dataset for Heterogeneous Multitask Learning,"Datasets drive vision progress, yet existing driving datasets are
impoverished in terms of visual content and supported tasks to study multitask
learning for autonomous driving. Researchers are usually constrained to study a
small set of problems on one dataset, while real-world computer vision
applications require performing tasks of various complexities. We construct
BDD100K, the largest driving video dataset with 100K videos and 10 tasks to
evaluate the exciting progress of image recognition algorithms on autonomous
driving. The dataset possesses geographic, environmental, and weather
diversity, which is useful for training models that are less likely to be
surprised by new conditions. Based on this diverse dataset, we build a
benchmark for heterogeneous multitask learning and study how to solve the tasks
together. Our experiments show that special training strategies are needed for
existing models to perform such heterogeneous tasks. BDD100K opens the door for
future studies in this important venue.","Table 8: Evaluation results for semantic segmentation. We explore segmentation joint-training with different tasks. Detection can improve the overall accuracy of segmentation, although their output structures are different. However, although Lane and Drivable area improve the segmentation of road and sidewalk, the overall accuracy drops."
spiqa_17,1706.00633v4,"Based on Table 5, when using the Cross-Entropy (CE) objective function and evaluating adversarial example crafting on the ResNet-32 model across both MNIST and CIFAR-10 datasets, which attack method is the fastest, and how many seconds faster is it compared to the slowest method, the C&W-wb attack?","The FGSM attack is the most efficient, requiring approximately 1.9 milliseconds to craft an adversarial example with the CE objective function. This is roughly **55,000 times faster** than the slowest method, C&W-wb, which takes about 700 seconds for the same objective function.",1706.00633v4.pdf,"['1706.00633v4.pdf', '1802.07222v1.pdf', '1709.02755v5.pdf', '1805.02349v2.pdf']","The table presents the average time costs for different attack methods on both MNIST and CIFAR-10 datasets with the ResNet-32 model. By comparing the values in the ""Time"" column, we can identify the fastest and slowest methods. The table also specifies the objective function used (CE or RCE), allowing us to compare methods under the same conditions.",1706.00633v4-Table5-1.png,Towards Robust Detection of Adversarial Examples,"Although the recent progress is substantial, deep learning methods can be
vulnerable to the maliciously generated adversarial examples. In this paper, we
present a novel training procedure and a thresholding test strategy, towards
robust detection of adversarial examples. In training, we propose to minimize
the reverse cross-entropy (RCE), which encourages a deep network to learn
latent representations that better distinguish adversarial examples from normal
ones. In testing, we propose to use a thresholding strategy as the detector to
filter out adversarial examples for reliable predictions. Our method is simple
to implement using standard algorithms, with little extra training cost
compared to the common cross-entropy minimization. We apply our method to
defend various attacking methods on the widely used MNIST and CIFAR-10
datasets, and achieve significant improvements on robust predictions under all
the threat models in the adversarial setting.",Table 5: The average time costs (s) on crafting each adversarial example via different attacks. The values are also the average values between MNIST and CIFAR-10. The models is Resnet-32.
spiqa_18,1802.07351v2,"In Table 2 of the Devon paper, which method achieves the lowest end-point error on the Sintel ""Final"" test set, and how does this performance compare to Devon (ft)'s error of 6.35?","PWC-Net (ft) performs best on the Sintel ""Final"" test set with an error of 5.04. Devon (ft) has a higher error of 6.35 on the same set. ",1802.07351v2.pdf,"['1802.07351v2.pdf', '1706.04269v2.pdf', '1704.07121v2.pdf', '1710.06177v2.pdf', '1703.04887v4.pdf']","The table shows the end-point error for various methods on both the ""Clean"" and ""Final"" versions of the Sintel test set. The lowest error value indicates the best performance. Comparing the values in the ""Final"" column, we can see PWC-Net (ft) has the lowest error (5.04), while Devon (ft) has a higher error of 6.35.",1802.07351v2-Table2-1.png,Devon: Deformable Volume Network for Learning Optical Flow,"State-of-the-art neural network models estimate large displacement optical
flow in multi-resolution and use warping to propagate the estimation between
two resolutions. Despite their impressive results, it is known that there are
two problems with the approach. First, the multi-resolution estimation of
optical flow fails in situations where small objects move fast. Second, warping
creates artifacts when occlusion or dis-occlusion happens. In this paper, we
propose a new neural network module, Deformable Cost Volume, which alleviates
the two problems. Based on this module, we designed the Deformable Volume
Network (Devon) which can estimate multi-scale optical flow in a single high
resolution. Experiments show Devon is more suitable in handling small objects
moving fast and achieves comparable results to the state-of-the-art methods in
public benchmarks.",Table 2. Results on Sintel (end-point error). (ft) denotes the finetuning.
spiqa_19,1802.07351v2,"Based on Table 4's results for the KITTI 2015 test set, which fine-tuned model achieved the best F1-all score, and how does this score compare to the F1-all score of Devon (ft) on the same test set?","PWC-Net (ft) achieved the best performance on the KITTI 2015 test set with an F1-all score of 9.16%. This is significantly better than Devon (ft), which achieved an F1-all score of 14.31% on the same dataset. ",1802.07351v2.pdf,"['1802.07351v2.pdf', '1710.01507v4.pdf', '1705.09296v2.pdf', '1704.07121v2.pdf', '1701.06171v4.pdf', '1812.00108v4.pdf', '1805.02349v2.pdf', '1803.04572v2.pdf', '1805.06431v4.pdf', '1707.01917v2.pdf', '1703.10730v2.pdf', '1708.01425v4.pdf']","The table shows the performance of different models on the KITTI 2015 dataset, including both training and testing sets. The F1-all score is listed for each model on the test set. By comparing the F1-all scores, we can see that PWC-Net (ft) has the lowest score, indicating the best performance. Additionally, we can directly compare the F1-all scores of PWC-Net (ft) and Devon (ft) to see that PWC-Net (ft) performs significantly better.",1802.07351v2-Table4-1.png,Devon: Deformable Volume Network for Learning Optical Flow,"State-of-the-art neural network models estimate large displacement optical
flow in multi-resolution and use warping to propagate the estimation between
two resolutions. Despite their impressive results, it is known that there are
two problems with the approach. First, the multi-resolution estimation of
optical flow fails in situations where small objects move fast. Second, warping
creates artifacts when occlusion or dis-occlusion happens. In this paper, we
propose a new neural network module, Deformable Cost Volume, which alleviates
the two problems. Based on this module, we designed the Deformable Volume
Network (Devon) which can estimate multi-scale optical flow in a single high
resolution. Experiments show Devon is more suitable in handling small objects
moving fast and achieves comparable results to the state-of-the-art methods in
public benchmarks.",Table 4. Results on KITTI. (ft) denotes the fine-tuning. EPE denotes end-point error. Fl-all denotes the ratio of pixels where the flow estimate is incorrect by both ≥ 3 pixels and ≥ 5%.
